"","RN_7","RN_15","RN_5","RN_17","RN_13","RN_9","RN_20","RN_16","RN_8","RN_3","RN_12","RN_14","RN_6","RN_10","RN_11","RN_2","RN_19","RN_18","RN_1","RN_4"
"FEAT_132",-0.645264005778523,-0.699836337175724,-0.512197542377735,-0.602763410333025,-0.792297353252057,-0.42995104377691,-0.566698710812069,-0.595709026158798,-0.4057092402113,-0.991458263734197,-0.702974545020901,-0.639729758177583,-0.626060606810676,-0.934573927589577,-0.672816581307016,-0.685977465694695,-0.695812210687671,-0.578819140679384,-0.583310244337979,-0.52690887867849
"FEAT_175",-0.370264626034244,-0.507158256436939,-0.693329691706409,-0.359328066692556,-2.08671163319333,-2.04193861870121,0.0855322851683693,-0.693606962599196,-0.569278333960068,-0.0687241970012299,-2.52561356615643,-0.952001171815567,0.13785143429364,0.719442221175734,-1.64811622951269,-0.0475983803724002,-0.605869642845924,0.685786870240643,0.693248785545694,-1.59618429801672
"FEAT_420",-0.314486973008423,-0.263368253046077,-0.246309160443216,-0.396791656887823,-0.283859768262122,-0.227929933594816,-0.406429444695207,-0.219311374456441,-0.232582427260302,-0.260152611081933,-0.22830372717975,-0.484120518790099,-0.0123601473476061,-0.237254867862724,-0.492359975895907,-0.382189112811603,-0.264438683951512,-0.13395068644,-0.34852094014836,-0.235669506662613
"FEAT_224",-3.78725435251851,-3.57315319843152,-3.70519481486801,-0.0111638571318587,-3.44303312928921,-3.5368064625665,-3.73533693139992,-3.43839014643292,-1.31833781089204,-3.60099648356252,-3.70650784502992,-1.52201615601532,-3.46907230533583,-3.13809418702979,-3.629306541282,-3.68272454249402,-3.33014860169233,-1.51077362529506,-3.32780466122403,-3.67414983502657
"FEAT_459",-4.24916499318284,-4.11850949194176,-3.6630970611451,-0.599500666748011,-4.02913509799321,-3.52949009111138,-3.63708173790795,-3.46563308911938,-2.3148226668202,-2.51705843621935,-2.8604580089122,-1.91183488724981,-3.42595831990042,-4.23378235450183,-3.18626283566979,-3.57886637116207,-3.81351023712837,-0.85256779986306,-2.60557439833983,-2.93597853876866
"FEAT_753",-5.07472589228508,-6.26825943009378,-5.34174020301206,-0.524919924424217,-5.19175659627434,-5.8988532765431,-5.52904005609508,-6.82828076091215,-1.53711592824908,-3.7837671204453,-6.32059164732455,-1.40371406608286,-5.56532493377463,-5.9282456356639,-6.21228064042993,-5.32017927705795,-5.88673893233389,-0.291431802354684,-5.46278557784977,-5.96952050004181
"FEAT_253",-6.48274722215701,-5.28887244560725,-6.22411388069561,-0.85122111186307,-5.46915404807054,-7.00066285093787,-6.85985706176501,-6.60432782558809,-2.0213372830681,-6.01406211915632,-5.57163308432052,-1.94228972618605,-5.57410889423419,-4.44924692495181,-4.946317678947,-6.10517519226548,-5.9399172068289,-0.906860679382514,-4.92459259734198,-5.14676616241919
"FEAT_419",-2.84690684602641,-3.56403024587854,-1.60509865913797,-0.439200045277597,-4.57588935605092,-3.75522998170001,-3.80027805523452,-3.10246407188519,-0.576129697852506,-4.06284265449823,-4.2167743837668,-0.677173479178517,-3.22455117535422,-4.34608736781184,-4.31113377947707,-3.66054796123609,-3.43200492821986,-0.275103198324051,-3.41249959790859,-2.95470005858001
"FEAT_604",-4.02340292251838,-4.33187845553702,-4.58556050903682,0.202979852643783,-4.2188118964402,-4.63840840374506,-5.01005366466392,-4.63446080032284,-0.51187677489086,-4.80810691323485,-4.36869435476847,-0.720259904135381,-4.53770374790764,-4.77597110345835,-3.6752703341001,-3.61112240662796,-4.83761658984701,0.0833184379094334,-3.98283944884182,-4.85926424630481
"FEAT_938",-1.89342685337719,-2.1536716080576,-2.33990727200481,-0.651181395316613,-2.40517589753688,-2.10505736172139,-2.33750089880782,-2.25403878750544,-1.05794970064671,-2.03072843492516,-2.13893619024392,-0.953613651788096,-2.10248808261894,-2.1917240145467,-1.80385290642119,-2.04374607075217,-2.17432891989668,0.0872875633290107,-1.88401240119685,-1.89859522007496
"FEAT_858",-4.51459938434748,-4.69379779563542,-6.20396911198721,-0.841000685189463,-5.35621958475053,-4.97962866473069,-5.58230202255297,-5.57210197612472,-1.76882669312134,-4.35811761212166,-6.10238301375026,-2.23316983633109,-5.58489715979219,-5.55949775328949,-5.06236701060714,-4.86510148268862,-4.85798099512757,-0.977510709555144,-5.10188383064418,-4.7866093003376
"FEAT_442",-2.86331524105634,-2.93246238677423,-2.50683301153759,-0.413308140012,-2.89704782774224,-2.97349700884638,-2.55697195096088,-2.91063063100438,-0.992536963424157,-2.79809560814714,-2.79581977611538,-0.821981422380252,-2.56610347346984,-2.76560107107064,-3.07754812952842,-2.90533728233284,-2.49453884648334,-0.31534776720511,-2.91727602936834,-2.57566838632312
"FEAT_881",-3.42682089211727,-3.97136577632747,-4.26216486001696,-0.140085329402074,-3.98053587506631,-3.84316902294817,-2.71562709847479,-4.00344620366325,-0.785808410252656,-4.27460532687535,-4.04165915163721,-0.584162754012378,-3.85185860625688,-3.99351768020154,-4.18639240463587,-3.94283291077882,-3.79065290040449,-0.130459912299385,-3.86230333145549,-3.63666467371043
"FEAT_395",-0.616353970712116,-0.492558711845832,-0.518013836965478,-0.444958438916645,-0.0367741670576326,-0.311228503439624,-1.09696360108567,-0.159759878910211,-0.257545192175217,-1.05842788692593,-0.266342966785888,-0.606737438904254,-0.090829974429385,-0.610856278871882,-0.980337753022964,-1.08854889001293,-0.721021781906972,-0.336689100188671,-0.754596067352047,-0.424928379960303
"FEAT_535",3.14630789658208,2.51401818338614,2.19680915637673,2.81713594285019,2.99452486993385,2.29599846191139,3.54039694828771,2.91733382438792,3.19079617977715,2.16014787983078,2.22666201616883,3.98404917951267,3.27301849440642,2.47142868112924,2.28907226673532,2.89270898006759,3.07796600609809,3.37637587890974,3.16025440401281,2.88107185274039
"FEAT_525",-5.30590267096129,-6.20354119950377,-5.48403359187038,-0.490685799810324,-6.04309240038456,-4.98318577600119,-5.30776349037622,-5.28653418835217,-1.26829013128529,-5.47515021753691,-5.28540221886225,-1.72962655638322,-4.9790709790259,-4.91321582400133,-5.63675180307477,-5.75875428293149,-6.09781715632462,-0.474912843392873,-5.23910057804463,-5.18562631634718
"FEAT_269",2.10443925875806,2.56648808839311,1.92447294337767,3.52404253402311,1.60758540968183,2.17468057521312,2.35938217254859,1.36061259117619,2.93934871270969,1.31672781700958,-0.00196218328906251,2.39559954720706,3.57353565636004,1.96252529458134,0.617023709953455,2.54226945271303,2.49349159172543,2.84667856229705,1.87130640164333,2.79227434877496
"FEAT_893",-5.15157365601343,-2.71363016468563,-4.50187881451494,-0.861421516805688,-4.35283767756329,-4.26640411655989,-4.62193914851713,-4.19493920859564,-2.34413148885576,-4.4849767585218,-3.909401417451,-2.47647558235555,-6.27399214975974,-3.59733020075161,-4.17250816245631,-3.66101456505192,-2.76672733492408,-1.24257686860354,-5.39112422525736,-4.32327757922257
"FEAT_741",-2.9181263128096,-3.48330952064827,-2.86908856289613,-3.49730335466692,-3.60799614041816,-2.92262799896249,-2.79885114067786,-3.25383910504519,-3.48648516812067,-4.41887479662284,-3.9749518690317,-4.51529697141053,-4.19832391624421,-2.78155692424753,-3.08224701835699,-3.53246172641545,-3.89413136489318,-3.61254212807233,-3.19541322160413,-3.54054009738405
"FEAT_36",-2.91179939599214,-3.5370961894559,-3.48236968746806,0.84799690655495,-3.52460123695744,-2.70502907228897,-2.57831058770192,-4.07297426146599,1.13889810582169,-3.83576023403605,-2.92311828062386,1.35989594508638,-3.16958462275939,-4.0981803939389,-1.64506296110472,-3.59252129174411,-3.65657264107456,0.501337345673064,-2.70930600815519,-3.6367141205307
"FEAT_594",-3.99971127813368,-3.40542207020881,-4.08786167877887,-0.0344982912792686,-2.82453793373096,-3.07089525996047,-2.52187104506369,-2.98782398539063,-1.43152941703044,-2.51891067239287,-2.80282526357709,-0.498759957523946,-4.26768273592865,-3.4885129707146,-1.88023228664936,-2.62687328476972,-3.3632125841668,-0.71498231803652,-2.28842357083749,-4.19634216281529
"FEAT_843",3.42989824070498,5.40094883832866,3.15422631508432,3.47915760071718,3.449852269874,3.18232202759178,3.20094113794845,3.67789251377414,3.7740234819793,4.06213033331039,2.76776996716977,3.39289461624151,3.4959650149464,2.55522312130795,2.04718193673007,2.65815991464853,3.30711696163615,3.92826858506604,2.64094711049833,2.9691230559781
"FEAT_908",-3.61870770374176,-4.01437928240459,-4.41903000436886,-0.983145347331822,-4.42796774283861,-4.21260077901994,-4.63934712360958,-4.33432433779329,-1.25265971739945,-4.4389247385045,-4.51506392561853,-1.92956032337012,-4.07388018577749,-4.38307203987133,-4.73965970333547,-4.25476526120801,-4.49778697451785,-1.12498781666558,-4.3379508546653,-3.8217331060539
"FEAT_78",-5.16344679100222,-4.75528620191477,-5.91040507978476,-2.19489191695889,-4.15535652855486,-4.47089073401236,-4.48353394033728,-3.53572982442632,-3.97945922155916,-5.83325414719062,-4.28385081456708,-4.75943429143238,-6.24421878378963,-5.22757712842193,-3.64342866123673,-3.67655642218556,-4.46636549175701,-4.85230989942603,-3.74243744537627,-4.56360618699173
"FEAT_69",-5.03813512888677,-4.09675858888034,-4.62246628774964,-0.993060616534717,-4.91249019525608,-1.51695403683868,0.677958978413751,-3.81851271194213,-1.74499072001714,-4.68206118882624,-5.13018866357916,-1.79917598089753,-5.25659237457071,-4.24516372899511,-3.02709837310035,-1.36309728386377,-5.25711048134586,-0.748736818064788,-3.94785677395476,-4.22271044074496
"FEAT_706",-0.175644590512657,-1.45554733639183,-0.0718044285844421,0.643754288939511,1.56311579842291,-0.276236004194493,1.12027501047118,-0.506624419714267,0.344421984202492,-2.38859475442721,0.105182236692057,1.27729734755375,-1.07854535814652,0.478047296804644,0.661171730899379,1.25243886186869,-0.124493473785007,0.723818599297882,1.13650890458549,-0.895574262191418
"FEAT_380",-1.54405836294259,-1.46541102179396,0.574581631483692,-0.543452729706886,-1.67377902752649,0.0549689888838578,-1.16480278310915,-1.19314872432241,-0.986041769385947,-1.29434728597599,-0.24549475984584,-0.603673393714362,-1.2530447769914,-1.15293568718801,-1.59962658791121,-0.0727356142071993,-1.19625228387266,-0.799278329745594,1.45616223266505,-0.778929832075522
"FEAT_204",-4.24276367656178,-3.83276654332373,-6.44919898453142,-0.421229657089041,-4.76318733878204,-4.83121654797445,-5.55025903137818,-4.65248649491816,-1.79538052156394,-5.28916298395974,-5.04337111272747,-1.8585021267729,-6.46519534126803,-3.91910327971006,-4.20523947389523,-4.91324464281276,-4.10394342989156,-0.518031492602169,-4.85110281742277,-4.49613964162823
"FEAT_950",-2.56193153206582,-3.01701980070453,-2.9584208962486,0.0913497517374273,-3.34872815423108,-2.75759761793206,-2.44844315750064,-2.14753582638884,-0.72359817162241,-3.80353792968847,-3.37907860893243,-1.4162240387777,-3.64696496896325,-2.4093909361377,-2.54004054310848,-1.34657905952875,-2.94073722510272,-0.580148498203509,-2.87299472326468,-3.64652089466288
"FEAT_884",-0.693602113862653,-0.0778083011857563,0.274033404783051,0.374717641427647,-2.11133550632406,0.854942494444812,-1.05083291106902,-0.03958545201447,-0.149096912012702,-1.76077655543727,-2.47385701187332,-1.43655404939099,-0.33285407841748,0.542644752268167,-0.731733693451782,-2.65164377983499,-0.770550882522347,-1.11276793016195,-3.41461608988753,-1.36896521925054
"FEAT_76",1.11345613120506,1.06613931060837,0.660935665991097,0.235186975912924,0.470850772928199,0.633126839533851,-0.759837631943844,0.932377025619084,1.33434115953452,0.415155207845048,0.307315903507669,0.975668566380297,2.41543536338905,0.301209988403898,-0.0780655241670316,0.0787348498357082,1.19201744548708,0.416209733836905,0.708657408422789,0.638164054313207
"FEAT_170",-3.63092513235436,-3.17616546780922,-1.04284816341645,-0.746653698164073,-3.906304014978,-2.78651563135494,-1.68298181923644,-3.0778416315951,-0.485095971752924,-4.0177884857239,-1.9918260685543,-0.216133430864766,-4.43633526216302,-1.25779775746765,-4.70043971814109,-2.21734449791881,-3.84898941076557,-0.392244722784243,-3.32049186277184,-3.26636434393278
"FEAT_331",-2.99770018580678,-3.08510668753158,-3.53610235078918,-1.03192204239023,-3.24819886504235,-3.01298790426043,-2.76193764836762,-3.2829404685056,-3.02120468301845,-2.65300888987147,-2.60276300404932,-2.81336729880248,-3.12478672616862,-3.05000772582198,-3.36457243229586,-2.68248484235784,-3.0924462487646,-2.00039219656104,-2.65273112845342,-2.97984045697872
"FEAT_111",-4.7234008665844,-4.54073709986515,-5.93511947234214,-0.889408401239546,-5.401381505207,-2.60316267953438,-0.53567373700399,-4.88016820736202,-2.04518877376626,-0.296253172875498,-0.721669933608322,-1.6248433693787,-8.18307141014322,-1.05201695776761,-1.65041556220977,-2.43538614467065,-4.29895355237711,-0.907706830448333,0.996853444683136,-1.22544628391451
"FEAT_789",-1.99828420787599,-1.78274464738317,-1.99106687522999,0.356511422672388,-2.30513843692351,-1.8957313047452,-2.13638450485273,-1.96156312871895,-0.144665684947483,-2.43903639788623,-2.24901702516879,-0.205002284462379,-2.38105167718353,-1.97718078623543,-2.84966572691557,-1.65566549206436,-1.77540499038704,-0.0603467133237216,-2.00980317503036,-2.55473857873303
"FEAT_837",-1.50908887078305,-1.66564135662964,-1.49016429125871,-0.0291523864509769,-1.57602422751406,-1.74821473529917,-1.59207543380665,-1.48495457016807,-0.0790520845263369,-1.49167833582189,-1.58979623279416,-0.410366160393523,-1.47613054112078,-1.56291036897903,-1.64060879768803,-1.49686242323605,-1.76922982132261,-0.0469884043687879,-1.59557852822841,-1.54829899187572
"FEAT_468",-3.02729356923934,-3.00198678112286,-3.00831389909794,-0.560257873714522,-2.56821434698336,-3.18340999757934,-2.95519038128743,-2.34507581211012,-1.44497543436742,-2.94509165889761,-3.19453516230484,-1.8513483671852,-3.45810238323083,-2.97462185522363,-1.87800407436292,-3.16659799356212,-2.8082444450397,-1.03915916421255,-1.93224303512175,-3.10478875942073
"FEAT_373",-2.75852457819648,-2.36334118861238,-3.7418504818289,-2.41082573987694,-3.48402456393894,-2.7641428552363,-2.71799383787015,-2.39720228909964,-1.24473358909085,-2.45053274629291,-3.45608623733332,-0.802831243827484,-2.26007403891622,-2.59901157805831,-3.53160231195639,-2.67057304019708,-2.15310590921813,-1.05078361982716,-3.17696643024654,-3.21219665423056
"FEAT_905",-3.83779265527841,-1.59849035256671,-3.40773545592899,0.096500033236946,-3.07595842179457,-3.13599541211748,-2.92160901520786,-3.96462249229222,-0.731043996171262,-3.71851312273886,-2.72770572697128,-0.516633680980012,-2.43476187669801,-3.26640316807892,-2.50323129489385,-3.18603662113668,-3.01064857619937,-0.0911644920608631,-2.97645595006905,-1.99174964505259
"FEAT_220",0.492988989838411,-0.554397919380702,0.423524227915204,1.5456480570214,2.09069474739117,0.641499217596621,1.66132607564535,0.758660665265525,0.845075144588007,-2.00238659283688,0.949137357847405,2.56979501623539,-0.549051059480326,1.14249087649432,1.11396241778383,2.01736825909276,0.525840735619229,1.50010387322147,2.20985054601785,-0.501347567762385
"FEAT_735",-2.61270419782715,-2.88641607408965,-3.32364201851144,-0.273230172939683,-3.09735169438814,-2.61542084656461,-2.76528470327369,-2.82175319566619,-1.13854681296562,-3.0533986114587,-3.3930842019841,-1.74127655974155,-2.55039814102933,-2.62455030233868,-3.71910356240613,-2.64195844163183,-2.77834152196174,-0.347998586118388,-2.98995877520416,-2.64953255587848
"FEAT_268",-5.17781516162485,-5.5274770060604,-6.66876549487113,-0.780231257569679,-4.94350073874273,-5.53168983694041,-5.34957895041124,-5.8084369704402,-2.53653895618536,-5.26728212485727,-6.6838416262966,-2.14715369378365,-6.31908666250328,-5.98620560838028,-4.69422971228984,-5.47113180595559,-6.05252492413078,-1.42427867842012,-4.76477363052317,-5.0326169515821
"FEAT_829",1.34860133917037,2.6596551287564,3.2405871482623,1.99947633573258,2.87214283740697,2.6895556877934,3.20287754538293,2.87148236794852,2.30369593255684,2.79016079727352,2.80743394569528,2.50442954174855,3.35835809660822,2.9987459286065,2.63136035255751,2.84096174216678,2.92185009601242,1.6282008712628,2.96945607983589,3.05478260738457
"FEAT_477",-3.40725033529187,-3.01266242101715,-3.14926137150785,0.0565341487510787,-2.79940616894211,-3.08307292817912,-3.52575511612068,-2.73773422372495,-0.877937590934855,-2.9179482330679,-2.81796811111434,-0.817675727735324,-3.52165398492168,-2.70946390280687,-2.95737145382558,-2.44118590970929,-3.50321295849422,-0.383904418574995,-3.07163994032243,-3.45023841811291
"FEAT_512",1.12689200696226,1.97932154727879,1.11118985901684,2.83858917655187,0.253423087451982,1.10949566540291,-1.1011467234569,1.48863063566247,2.43900614710517,1.48126201996684,0.0958600154075159,1.6007551524658,3.01676821338089,1.17351061141377,-0.607398790800021,1.29826190421799,1.40375017938088,1.74050885024334,2.30287895907524,1.52980872449439
"FEAT_73",-4.54297351030619,-4.97364294169318,-4.78905410531466,0.0518433048401819,-4.93802281555805,-4.76809304096274,-4.56293619439116,-4.16958097019211,-1.99556294255497,-4.22435393766973,-4.36715031818564,-1.47642554133196,-4.25203840917047,-4.83426086430458,-4.42655647344556,-4.39479415307097,-4.59022589598236,-0.933612602666098,-4.13142828877652,-5.49021406908429
"FEAT_192",-1.61850905871806,-2.79421170657606,-3.73516965476248,-0.638076634839033,-2.59877297846563,-3.0511540879501,-3.36493280936821,-2.13137882675223,-1.06961982469887,-2.61792176172608,-2.66262899431148,-1.22480763692609,-2.39257192959849,-2.66056337951949,-2.1603565380995,-0.751751051927077,-3.11786101170306,-0.564042716057651,-2.4222971542891,-2.69959600156362
"FEAT_109",-1.01673678910934,-0.554750568847314,-0.634649624821509,1.78595185015796,1.05878701634541,-0.132740081108663,-0.31282588778011,-0.453670158881903,-0.385456508729126,1.37872793557753,1.48711517732301,0.00673932842880413,-1.69662335931484,-0.15849581919471,-1.74609660591833,-0.814312307485324,-0.372721009852874,1.29219408009989,0.749720620912311,-1.03889269215678
"FEAT_371",-3.95482873456247,-4.0449107884328,-4.35847365821047,-1.35637761748275,-3.53654316563209,-3.76758046316721,-3.60921315836683,-3.53322937021347,-2.31719268418051,-3.52808638095473,-3.74377738732229,-2.92195485453662,-3.37219536297122,-3.74599851878104,-3.1650095110282,-3.17331044239056,-3.48209991711802,-1.06607822110287,-3.56382968845825,-3.71335696654257
"FEAT_131",-4.33406690258672,-3.101049197557,-5.4853796424949,-0.521129059052815,-4.94815711302488,-4.6778441890612,-6.20884399073462,-5.01581229521283,-1.38499698172287,-4.73591470541689,-4.9085935606391,-1.51758262006032,-4.64374325423583,-5.10351875311188,-3.88212894213079,-4.37943988081618,-5.541988814898,-0.535508227066854,-4.99542727021018,-2.82742441437392
"FEAT_95",-3.3477443866915,-3.03834774329153,-2.00583306723509,-3.09709582856996,-3.12012693193659,-3.29271930300696,-3.14054743525136,-2.86113348135466,-3.2572062415249,-3.33015106773442,-2.99549016500252,-3.14881167548809,-2.89815903625823,-2.9755849614398,-3.18461438694467,-2.62524854860343,-3.18827814024866,-2.75679386649039,-3.20586196712002,-2.71471419109376
"FEAT_540",-3.70091188147075,-4.60956531813292,-3.95278536157917,-0.451094715827926,-3.62583478213668,-4.18721778602911,-3.99719202878513,-3.98593288786445,-2.4152200149399,-3.81196172227076,-4.05506460116221,-1.82743221518286,-3.97937334941004,-3.84191773822274,-3.24513549980624,-3.71337563820601,-4.05360088347508,-1.71082909961873,-3.65903759961238,-4.05626821964675
"FEAT_518",-2.07031612436789,-1.64748232685685,-1.70213265335727,-0.957416854175735,-1.78465703284428,-1.67348808465577,-1.99837116518256,-1.50468537544679,-1.22984674457066,-1.53196755011215,-1.75772229925268,-1.28261559181261,-1.72453928807697,-1.28495488340015,-1.31221086270807,-1.64695542843361,-1.70621447076515,-1.30560808956788,-1.4427630869783,-1.77857805794842
"FEAT_544",-3.24742121582797,-3.32477404911059,-2.80789933528704,0.19287666876734,-2.90105403955229,-3.1901935989483,-3.44421852469079,-3.26138655295231,-0.951342166039956,-4.17008214920576,-3.86081668690866,-0.623955277597749,-4.09950847316175,-3.80421453108994,-3.34239219744708,-3.39802053354289,-3.45912657686834,-0.640609948347845,-3.28474317455371,-3.56587775258369
"FEAT_700",-2.86925210746259,-4.05443594152039,-4.73956270565225,-0.118854321090921,-3.66027326901284,-3.45048413018888,-2.40651162787524,-3.75381126560413,-1.20019811802911,-1.71516122384786,-3.56998811763445,-1.87410110358234,-3.4228927582854,-3.32299074188508,-2.54087556651044,-1.7265301414999,-4.06831240292841,-0.397874668169366,-2.99478455421852,-3.45633504084215
"FEAT_860",-2.85798099512757,-3.28980251215283,-3.21946446224363,-0.606945252330403,-3.11155263832613,-2.81010460792783,-3.90910310640871,-3.12501257956674,-1.37643110591434,-3.19601302832303,-3.24701238810945,-1.96982185133498,-3.68892113367283,-2.82514014675469,-3.21540835064576,-2.83054120082027,-3.36795662593177,-0.622491800355357,-3.24191457421315,-3.17798339309804
"FEAT_782",-4.39737534004337,-4.55410346348536,-4.46045323678991,-4.2141288644288,-4.70308589467329,-4.22425947917132,-4.66636255645604,-4.54153712823055,-4.27442330858366,-4.67910264279671,-5.28776444579936,-3.66004446416568,-4.69204884857709,-4.66757508423547,-5.28310884599683,-4.92545304663495,-5.19043252140098,-3.80986892593333,-5.43571934341901,-5.24081643320572
"FEAT_977",-4.91677992277411,-3.356903007755,-2.41052201815635,-0.41132399647978,-4.06504353190588,-4.4436722217341,-4.90084236898459,-4.91195948905178,-1.76574029751847,-4.77386078761046,-3.72039169623323,-1.20888449202663,-3.80358406439227,-4.85109560548011,-2.70714029324225,-2.54039203074121,-4.1922982345603,-0.307118236333778,-3.98616267270388,-3.56564074836114
"FEAT_832",-5.26686364274665,-4.85157345630772,-5.30211961380718,-2.10371486128553,-4.72374899035456,-4.47034409344443,-4.81069320748283,-5.12150787239161,-1.89919533059282,-5.07352365029247,-5.02247300022845,-2.49510490098117,-4.40453940938713,-4.57490883605723,-5.60592039910929,-4.72667260713772,-4.5742360941281,-1.7362790274765,-4.69355880665101,-4.61673358715345
"FEAT_7",-3.32762533634256,-3.29014888258934,-4.78663611157853,-3.00851708302986,-5.15249969852407,-3.67093572383101,-4.13437846453725,-3.67560658921618,-2.9724943136001,-4.71763191810624,-2.90986216213981,-2.92491427744385,-4.65994185182387,-3.96781959425085,-3.15642915895809,-3.57380627961007,-3.45906521989478,-2.56530025374412,-5.17663162375826,-5.0494686762643
"FEAT_627",1.71749358475875,1.27593040535471,2.25956719582379,2.32162640207136,2.71122018132965,1.815050637848,1.78296478883306,1.70652704802001,1.4577959811245,0.549497820066353,2.61984067147394,1.08461371436043,3.13377205061989,3.02532260687511,0.961137177662546,1.67882755702384,2.30405293580995,2.22106641477169,2.39531338583636,1.18371856701966
"FEAT_227",-5.20061079408443,-4.95288740416188,-5.50869794133244,-2.35501272820663,-4.63738341731808,-4.59959827008981,-5.79233788641688,-4.45550816301989,-3.91833363029907,-5.12890130109649,-4.89539495677069,-4.46439660551505,-5.45544075844126,-5.51843236828539,-4.86133090771834,-5.21837190306077,-4.56703434835858,-1.60974864304509,-3.9687097721195,-5.58241581861081
"FEAT_637",5.03106658771146,3.82071213812306,3.31055645095582,2.11519480672296,3.62595987259335,3.26507147536817,3.98034113979667,4.24097642776871,1.88287268837978,4.05967331352047,2.66061691048776,2.37597128098494,4.25255710439076,4.59155550198924,3.4632614457892,3.99645093291893,4.20118857728374,2.56638640574156,3.53568159794994,3.24419230057766
"FEAT_349",-1.56302582197008,-2.26790613585063,-2.57981993079006,-0.24214337754408,-1.80935228502497,-2.86359595175677,-1.82639118578179,-2.78517468720883,-0.627040889619536,-2.54368463840428,-2.21786769770267,-1.38228381303002,-2.55095954385092,-0.955441330308789,-2.08792650670215,-1.68395118479809,-2.44005829215617,-0.239653112184205,-2.43937236196372,-2.30092659741423
